exit_id,employee_id,exit_date,exit_type,exit_reason,rehire_eligible,exit_interview_score,comments
400292,101523,2024-01-15,Voluntary,Better Compensation,True,1.0,Employee cited stronger pay package from another employer.
400293,101527,2025-05-28,Voluntary,Manager Relationship,True,1.0,Employee mentioned lack of manager support and communication.
400294,101535,2025-10-16,Voluntary,Better Compensation,True,4.0,Employee cited stronger pay package from another employer.
400295,101544,2024-11-26,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400296,101549,2021-11-03,Voluntary,Better Compensation,True,4.0,Employee cited stronger pay package from another employer.
400297,101551,2025-10-26,Voluntary,Personal Reasons,True,5.0,Employee left for personal or family reasons.
400298,101552,2026-02-01,Voluntary,Workload,True,2.0,Employee described workload pressure and burnout risk.
400299,101564,2026-04-08,Voluntary,Relocation,True,,Employee moved to another city or country.
400300,101572,2024-03-04,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400301,101580,2025-08-13,Involuntary,Performance Termination,False,3.0,Employment ended due to sustained performance issues.
400302,101581,2026-03-19,Voluntary,Poor Culture Fit,True,5.0,Employee felt the culture did not match expectations.
400303,101582,2023-01-16,Voluntary,Workload,True,1.0,Employee described workload pressure and burnout risk.
400304,101590,2024-03-31,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400305,101591,2026-03-14,Voluntary,Personal Reasons,True,2.0,Employee left for personal or family reasons.
400306,101592,2023-01-22,Voluntary,Career Growth,True,6.0,Employee reported limited advancement opportunities.
400307,101594,2024-09-05,Voluntary,Manager Relationship,True,,Employee mentioned lack of manager support and communication.
400308,101608,2019-12-22,Voluntary,Workload,True,2.0,Employee described workload pressure and burnout risk.
400309,101610,2023-02-17,Voluntary,Career Growth,True,5.0,Employee reported limited advancement opportunities.
400310,101617,2023-04-30,Voluntary,Better Compensation,True,4.0,Employee cited stronger pay package from another employer.
400311,101621,2023-03-04,Voluntary,Personal Reasons,True,1.0,Employee left for personal or family reasons.
400312,101629,,Voluntary,Career Growth,True,5.0,Employee reported limited advancement opportunities.
400313,101631,2025-02-26,Voluntary,Manager Relationship,True,2.0,Employee mentioned lack of manager support and communication.
400314,101636,2015-02-02,Voluntary,Personal Reasons,True,1.0,Employee left for personal or family reasons.
400315,101640,2026-01-04,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400316,101642,2024-05-29,Voluntary,Workload,True,1.0,Employee described workload pressure and burnout risk.
400317,101649,2023-06-12,Voluntary,Personal Reasons,True,5.0,Employee left for personal or family reasons.
400318,101652,2022-12-08,Voluntary,Workload,True,5.0,Employee described workload pressure and burnout risk.
400319,101653,2025-07-22,Voluntary,Career Growth,True,5.0,Employee reported limited advancement opportunities.
400320,101654,2025-12-29,Voluntary,Personal Reasons,True,1.0,Employee left for personal or family reasons.
400321,101660,2025-11-30,Voluntary,Workload,True,3.0,Employee described workload pressure and burnout risk.
400322,101666,2024-04-20,Voluntary,Career Growth,True,,Employee reported limited advancement opportunities.
400323,101669,2025-12-17,Voluntary,Relocation,True,,Employee moved to another city or country.
400324,101670,2025-12-03,Voluntary,Poor Culture Fit,True,2.0,Employee felt the culture did not match expectations.
400325,101672,2021-04-12,Voluntary,Better Compensation,True,1.0,Employee cited stronger pay package from another employer.
400326,101673,2026-01-15,Voluntary,Relocation,True,3.0,Employee moved to another city or country.
400327,101683,2023-08-27,Voluntary,Better Compensation,True,5.0,Employee cited stronger pay package from another employer.
400328,101684,2023-01-13,Voluntary,Better Compensation,True,5.0,Employee cited stronger pay package from another employer.
400329,101693,2019-01-29,Voluntary,Relocation,True,1.0,Employee moved to another city or country.
400330,101697,2025-10-22,Voluntary,Poor Culture Fit,True,,Employee felt the culture did not match expectations.
400331,101708,2025-11-26,Voluntary,Better Compensation,True,1.0,Employee cited stronger pay package from another employer.
400332,101725,2021-03-27,Voluntary,Manager Relationship,True,5.0,Employee mentioned lack of manager support and communication.
400333,101729,2026-01-03,Voluntary,Relocation,True,3.0,Employee moved to another city or country.
400334,101742,2019-03-06,Voluntary,Career Growth,True,2.0,Employee reported limited advancement opportunities.
400335,101743,2022-04-12,Voluntary,Better Compensation,True,3.0,Employee cited stronger pay package from another employer.
400336,101744,2025-04-06,Voluntary,Workload,True,5.0,Employee described workload pressure and burnout risk.
400337,101756,2025-11-24,Voluntary,Workload,True,5.0,Employee described workload pressure and burnout risk.
400338,101769,2020-12-12,Voluntary,Better Compensation,True,2.0,Employee cited stronger pay package from another employer.
400339,101782,2024-01-19,Voluntary,Career Growth,True,4.0,Employee reported limited advancement opportunities.
400340,101785,2021-06-23,Voluntary,Career Growth,True,5.0,Employee reported limited advancement opportunities.
400341,101787,2026-01-31,Voluntary,Better Compensation,True,,Employee cited stronger pay package from another employer.
400342,101788,2023-06-01,Involuntary,Performance Termination,False,4.0,Employment ended due to sustained performance issues.
400343,101795,2018-11-13,Voluntary,Relocation,True,6.0,Employee moved to another city or country.
400344,101803,2025-07-28,Voluntary,Career Growth,True,6.0,Employee reported limited advancement opportunities.
400345,101812,2026-04-01,Voluntary,Poor Culture Fit,True,3.0,Employee felt the culture did not match expectations.
400346,101818,2021-02-27,Voluntary,Career Growth,True,3.0,Employee reported limited advancement opportunities.
400347,101825,2026-04-12,Voluntary,Better Compensation,True,6.0,Employee cited stronger pay package from another employer.
400348,101827,2025-05-02,Voluntary,Better Compensation,True,,Employee cited stronger pay package from another employer.
400349,101832,2022-06-28,Involuntary,Performance Termination,False,3.0,Employment ended due to sustained performance issues.
400350,101833,2025-06-17,Voluntary,Poor Culture Fit,True,1.0,Employee felt the culture did not match expectations.
400351,101840,2025-08-26,Voluntary,Relocation,True,1.0,Employee moved to another city or country.
400352,101842,2020-01-20,Voluntary,Manager Relationship,True,3.0,Employee mentioned lack of manager support and communication.
400353,101848,2026-02-27,Voluntary,Career Growth,True,1.0,Employee reported limited advancement opportunities.
400354,101849,2020-01-28,Voluntary,Workload,True,3.0,Employee described workload pressure and burnout risk.
400355,100303,2023-10-05,Voluntary,Better Compensation,True,1.0,Employee cited stronger pay package from another employer.
400356,100848,2024-02-15,Voluntary,Better Compensation,True,,Employee cited stronger pay package from another employer.
400357,100726,2020-05-19,Voluntary,Manager Relationship,True,5.0,Employee mentioned lack of manager support and communication.
400358,101465,,Voluntary,Manager Relationship,True,4.0,Employee mentioned lack of manager support and communication.
400359,101407,2025-03-12,Voluntary,Workload,True,4.0,Employee described workload pressure and burnout risk.
400360,100872,2024-04-09,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400361,101359,2026-03-02,Voluntary,Better Compensation,True,5.0,Employee cited stronger pay package from another employer.
400362,100083,2019-01-31,Voluntary,Workload,True,1.0,Employee described workload pressure and burnout risk.
400363,100370,2026-03-02,Voluntary,Personal Reasons,True,3.0,Employee left for personal or family reasons.
400364,100968,2025-07-16,Voluntary,Workload,True,3.0,Employee described workload pressure and burnout risk.
400365,100638,2026-03-17,Voluntary,Better Compensation,True,2.0,Employee cited stronger pay package from another employer.
400366,100954,2025-09-07,Voluntary,Workload,True,5.0,Employee described workload pressure and burnout risk.
400367,101121,2025-07-20,Voluntary,Workload,True,5.0,Employee described workload pressure and burnout risk.
400368,101434,2023-03-28,Voluntary,Manager Relationship,True,5.0,Employee mentioned lack of manager support and communication.
400369,101673,2026-01-15,Voluntary,Relocation,True,3.0,Employee moved to another city or country.
400370,100324,2025-06-29,Involuntary,Performance Termination,False,2.0,Employment ended due to sustained performance issues.
400371,100825,2019-06-05,Voluntary,Manager Relationship,True,4.0,Employee mentioned lack of manager support and communication.
400372,101144,2025-06-20,Voluntary,Manager Relationship,True,3.0,Employee mentioned lack of manager support and communication.
400373,101743,2022-04-12,Voluntary,Better Compensation,True,3.0,Employee cited stronger pay package from another employer.
400374,101032,2025-05-09,Voluntary,Career Growth,True,5.0,Employee reported limited advancement opportunities.
